Date,Report_Month,County_Name,County_Code,Metric,Value
2021-11-01,Nov 2021,Sutter,51,Total GR Expenditure,2349.0
2021-11-01,Nov 2021,Calaveras,05,Total GR Expenditure,978.0
2021-11-01,Nov 2021,Amador,03,Total GR Expenditure,331.0
2021-11-01,Nov 2021,Alameda,01,Total GR Expenditure,2089825.0
2021-11-01,Nov 2021,Inyo,14,Total GR Expenditure,6415.0
2021-11-01,Nov 2021,Alameda,01,Total GR Cases,5853.0
2021-11-01,Nov 2021,Alpine,02,Total GR Cases,0.0
2021-11-01,Nov 2021,Amador,03,Total GR Cases,
2021-11-01,Nov 2021,Butte,04,Total GR Cases,197.0
2021-11-01,Nov 2021,Calaveras,05,Total GR Cases,
2021-11-01,Nov 2021,Butte,04,Total GR Expenditure,128472.0
2021-11-01,Nov 2021,Yuba,58,Net GR Expenditure,5808.0
2021-11-01,Nov 2021,Alpine,02,Total GR Expenditure,0.0
2021-11-01,Nov 2021,Placer,31,One-person Cases,92.0
2021-11-01,Nov 2021,Plumas,32,One-person Cases,
2021-11-01,Nov 2021,Riverside,33,One-person Cases,
2021-11-01,Nov 2021,Sacramento,34,One-person Cases,
2021-11-01,Nov 2021,San Benito,35,One-person Cases,112.0
2021-11-01,Nov 2021,San Bernardino,36,One-person Cases,59.0
2021-11-01,Nov 2021,San Diego,37,One-person Cases,3229.0
2021-11-01,Nov 2021,San Francisco,38,One-person Cases,4375.0
2021-11-01,Nov 2021,San Joaquin,39,One-person Cases,
2021-11-01,Nov 2021,San Luis Obispo,40,One-person Cases,
2021-11-01,Nov 2021,San Mateo,41,One-person Cases,180.0
2021-11-01,Nov 2021,Santa Barbara,42,One-person Cases,224.0
2021-11-01,Nov 2021,Santa Clara,43,One-person Cases,4294.0
2021-11-01,Nov 2021,Santa Cruz,44,One-person Cases,
2021-11-01,Nov 2021,Shasta,45,One-person Cases,149.0
2021-11-01,Nov 2021,Sierra,46,One-person Cases,
2021-11-01,Nov 2021,Siskiyou,47,One-person Cases,15.0
2021-11-01,Nov 2021,Solano,48,One-person Cases,238.0
2021-11-01,Nov 2021,Sonoma,49,One-person Cases,79.0
2021-11-01,Nov 2021,Stanislaus,50,One-person Cases,152.0
2021-11-01,Nov 2021,Sutter,51,One-person Cases,
2021-11-01,Nov 2021,Tehama,52,One-person Cases,11.0
2021-11-01,Nov 2021,Trinity,53,One-person Cases,
2021-11-01,Nov 2021,Tulare,54,One-person Cases,
2021-11-01,Nov 2021,Tuolumne,55,One-person Cases,
2021-11-01,Nov 2021,Ventura,56,One-person Cases,
2021-11-01,Nov 2021,Orange,30,One-person Cases,3858.0
2021-11-01,Nov 2021,Yolo,57,One-person Cases,
2021-11-01,Nov 2021,Nevada,29,One-person Cases,65.0
2021-11-01,Nov 2021,Monterey,27,One-person Cases,
2021-11-01,Nov 2021,Alameda,01,One-person Cases,5780.0
2021-11-01,Nov 2021,Alpine,02,One-person Cases,0.0
2021-11-01,Nov 2021,Amador,03,One-person Cases,
2021-11-01,Nov 2021,Butte,04,One-person Cases,197.0
2021-11-01,Nov 2021,Calaveras,05,One-person Cases,
2021-11-01,Nov 2021,Colusa,06,One-person Cases,
2021-11-01,Nov 2021,Contra Costa,07,One-person Cases,
2021-11-01,Nov 2021,Del Norte,08,One-person Cases,14.0
2021-11-01,Nov 2021,Fresno,10,One-person Cases,
2021-11-01,Nov 2021,Glenn,11,One-person Cases,32.0
2021-11-01,Nov 2021,Humboldt,12,One-person Cases,116.0
2021-11-01,Nov 2021,Imperial,13,One-person Cases,
2021-11-01,Nov 2021,Inyo,14,One-person Cases,13.0
2021-11-01,Nov 2021,Kern,15,One-person Cases,839.0
2021-11-01,Nov 2021,Kings,16,One-person Cases,255.0
2021-11-01,Nov 2021,Lake,17,One-person Cases,
2021-11-01,Nov 2021,Lassen,18,One-person Cases,
2021-11-01,Nov 2021,Los Angeles,19,One-person Cases,91697.0
2021-11-01,Nov 2021,Madera,20,One-person Cases,38.0
2021-11-01,Nov 2021,Marin,21,One-person Cases,954.0
2021-11-01,Nov 2021,Mariposa,22,One-person Cases,26.0
2021-11-01,Nov 2021,Mendocino,23,One-person Cases,
2021-11-01,Nov 2021,Merced,24,One-person Cases,45.0
2021-11-01,Nov 2021,Modoc,25,One-person Cases,28.0
2021-11-01,Nov 2021,Mono,26,One-person Cases,
2021-11-01,Nov 2021,Napa,28,One-person Cases,
2021-11-01,Nov 2021,Yuba,58,One-person Cases,22.0
2021-11-01,Nov 2021,Sonoma,49,Total GR Cases,79.0
2021-12-01,Dec 2021,Modoc,25,Total GR Cases,38.0
2021-12-01,Dec 2021,Tehama,52,Total GR Cases,12.0
2021-12-01,Dec 2021,Sutter,51,Total GR Cases,
2021-12-01,Dec 2021,Stanislaus,50,Total GR Cases,181.0
2021-12-01,Dec 2021,Sonoma,49,Total GR Cases,85.0
2021-12-01,Dec 2021,Solano,48,Total GR Cases,297.0
2021-12-01,Dec 2021,Siskiyou,47,Total GR Cases,17.0
2021-12-01,Dec 2021,Sierra,46,Total GR Cases,11.0
2021-12-01,Dec 2021,Shasta,45,Total GR Cases,204.0
2021-12-01,Dec 2021,Santa Cruz,44,Total GR Cases,169.0
2021-12-01,Dec 2021,Santa Clara,43,Total GR Cases,4438.0
2021-12-01,Dec 2021,Santa Barbara,42,Total GR Cases,238.0
2021-12-01,Dec 2021,Trinity,53,Total GR Cases,
2021-12-01,Dec 2021,San Mateo,41,Total GR Cases,188.0
2021-12-01,Dec 2021,San Joaquin,39,Total GR Cases,198.0
2021-12-01,Dec 2021,San Francisco,38,Total GR Cases,4549.0
2021-12-01,Dec 2021,San Diego,37,Total GR Cases,3567.0
2021-12-01,Dec 2021,San Bernardino,36,Total GR Cases,43.0
2021-12-01,Dec 2021,San Benito,35,Total GR Cases,138.0
2021-12-01,Dec 2021,Sacramento,34,Total GR Cases,3265.0
2021-12-01,Dec 2021,Riverside,33,Total GR Cases,2305.0
2021-12-01,Dec 2021,Plumas,32,Total GR Cases,11.0
2021-12-01,Dec 2021,Placer,31,Total GR Cases,105.0
2021-12-01,Dec 2021,Orange,30,Total GR Cases,4293.0
2021-12-01,Dec 2021,Nevada,29,Total GR Cases,77.0
2021-12-01,Dec 2021,San Luis Obispo,40,Total GR Cases,399.0
2021-12-01,Dec 2021,Napa,28,Total GR Cases,13.0
2021-12-01,Dec 2021,Tulare,54,Total GR Cases,258.0
2021-12-01,Dec 2021,Ventura,56,Total GR Cases,100.0
2021-12-01,Dec 2021,Calaveras,05,Total GR Expenditure,1014.0
2021-12-01,Dec 2021,Butte,04,Total GR Expenditure,144852.0
2021-12-01,Dec 2021,Amador,03,Total GR Expenditure,
2021-12-01,Dec 2021,Alpine,02,Total GR Expenditure,0.0
2021-12-01,Dec 2021,Alameda,01,Total GR Expenditure,2139944.0
2021-12-01,Dec 2021,Lake,17,Total GR Cases,
2021-12-01,Dec 2021,Kern,15,Total GR Cases,866.0
2021-12-01,Dec 2021,Inyo,14,Total GR Cases,16.0
2021-12-01,Dec 2021,Imperial,13,Total GR Cases,51.0
2021-12-01,Dec 2021,Merced,24,Total GR Cases,47.0
2021-12-01,Dec 2021,Humboldt,12,Total GR Cases,117.0
2021-12-01,Dec 2021,Tuolumne,55,Total GR Cases,
2021-12-01,Dec 2021,Glenn,11,Total GR Cases,32.0
2021-12-01,Dec 2021,Del Norte,08,Total GR Cases,18.0
2021-12-01,Dec 2021,Contra Costa,07,Total GR Cases,532.0
2021-12-01,Dec 2021,Colusa,06,Total GR Cases,
2021-12-01,Dec 2021,Calaveras,05,Total GR Cases,
2021-12-01,Dec 2021,Butte,04,Total GR Cases,228.0
2021-12-01,Dec 2021,Amador,03,Total GR Cases,0.0
2021-12-01,Dec 2021,Alpine,02,Total GR Cases,0.0
2021-12-01,Dec 2021,Alameda,01,Total GR Cases,5853.0
2021-12-01,Dec 2021,Del Norte,08,One-person Cases,18.0
2021-12-01,Dec 2021,Yuba,58,Total GR Cases,26.0
2021-12-01,Dec 2021,Yolo,57,Total GR Cases,41.0
2021-12-01,Dec 2021,Fresno,10,Total GR Cases,888.0
2021-12-01,Dec 2021,Alameda,01,Net GR Expenditure,1812437.0
2021-12-01,Dec 2021,Monterey,27,Total GR Cases,210.0
2021-12-01,Dec 2021,Alameda,01,One-person Cases,5780.0
2021-12-01,Dec 2021,Plumas,32,One-person Cases,11.0
2021-12-01,Dec 2021,Placer,31,One-person Cases,105.0
2021-12-01,Dec 2021,Orange,30,One-person Cases,4232.0
2021-12-01,Dec 2021,Nevada,29,One-person Cases,77.0
2021-12-01,Dec 2021,Napa,28,One-person Cases,13.0
2021-12-01,Dec 2021,Monterey,27,One-person Cases,
2021-12-01,Dec 2021,Mono,26,One-person Cases,
2021-12-01,Dec 2021,Modoc,25,One-person Cases,38.0
2021-12-01,Dec 2021,Merced,24,One-person Cases,47.0
2021-12-01,Dec 2021,Mendocino,23,One-person Cases,
2021-12-01,Dec 2021,Mariposa,22,One-person Cases,22.0
2021-12-01,Dec 2021,Riverside,33,One-person Cases,
2021-12-01,Dec 2021,Marin,21,One-person Cases,987.0
2021-12-01,Dec 2021,Los Angeles,19,One-person Cases,97581.0
2021-12-01,Dec 2021,Lassen,18,One-person Cases,29.0
2021-12-01,Dec 2021,Lake,17,One-person Cases,
2021-12-01,Dec 2021,Kern,15,One-person Cases,844.0
2021-12-01,Dec 2021,Inyo,14,One-person Cases,16.0
2021-12-01,Dec 2021,Imperial,13,One-person Cases,51.0
2021-12-01,Dec 2021,Humboldt,12,One-person Cases,117.0
2021-12-01,Dec 2021,Glenn,11,One-person Cases,32.0
2021-12-01,Dec 2021,Fresno,10,One-person Cases,
2021-12-01,Dec 2021,Butte,04,One-person Cases,228.0
2021-12-01,Dec 2021,Calaveras,05,One-person Cases,
2021-12-01,Dec 2021,Madera,20,One-person Cases,35.0
2021-12-01,Dec 2021,Mono,26,Total GR Cases,
2021-12-01,Dec 2021,Sacramento,34,One-person Cases,
2021-12-01,Dec 2021,San Bernardino,36,One-person Cases,43.0
2021-12-01,Dec 2021,Alpine,02,One-person Cases,0.0
2021-12-01,Dec 2021,Amador,03,One-person Cases,0.0
2021-12-01,Dec 2021,Yuba,58,One-person Cases,26.0
2021-12-01,Dec 2021,Yolo,57,One-person Cases,
2021-12-01,Dec 2021,Ventura,56,One-person Cases,
2021-12-01,Dec 2021,Tuolumne,55,One-person Cases,
2021-12-01,Dec 2021,Tulare,54,One-person Cases,
2021-12-01,Dec 2021,Trinity,53,One-person Cases,
2021-12-01,Dec 2021,Tehama,52,One-person Cases,12.0
2021-12-01,Dec 2021,Sutter,51,One-person Cases,
2021-12-01,Dec 2021,Stanislaus,50,One-person Cases,181.0
2021-12-01,Dec 2021,San Benito,35,One-person Cases,138.0
2021-12-01,Dec 2021,Sonoma,49,One-person Cases,
2021-12-01,Dec 2021,Siskiyou,47,One-person Cases,17.0
2021-12-01,Dec 2021,Sierra,46,One-person Cases,11.0
2021-12-01,Dec 2021,Shasta,45,One-person Cases,204.0
2021-12-01,Dec 2021,Santa Cruz,44,One-person Cases,
2021-12-01,Dec 2021,Santa Clara,43,One-person Cases,4423.0
2021-12-01,Dec 2021,Santa Barbara,42,One-person Cases,
2021-12-01,Dec 2021,San Mateo,41,One-person Cases,188.0
2021-12-01,Dec 2021,San Luis Obispo,40,One-person Cases,
2021-12-01,Dec 2021,San Joaquin,39,One-person Cases,198.0
2021-12-01,Dec 2021,San Francisco,38,One-person Cases,4527.0
2021-12-01,Dec 2021,San Diego,37,One-person Cases,3555.0
2021-12-01,Dec 2021,Solano,48,One-person Cases,297.0
2021-12-01,Dec 2021,Alpine,02,Net GR Expenditure,0.0
2021-12-01,Dec 2021,Amador,03,Net GR Expenditure,-3.0
2021-12-01,Dec 2021,Butte,04,Net GR Expenditure,116298.0
2021-12-01,Dec 2021,San Bernardino,36,Total GR Expenditure,20580.0
2021-12-01,Dec 2021,San Benito,35,Total GR Expenditure,42334.0
2021-12-01,Dec 2021,Sacramento,34,Total GR Expenditure,1033568.0
2021-12-01,Dec 2021,Riverside,33,Total GR Expenditure,591656.0
2021-12-01,Dec 2021,Plumas,32,Total GR Expenditure,1465.0
2021-12-01,Dec 2021,Placer,31,Total GR Expenditure,18825.0
2021-12-01,Dec 2021,Orange,30,Total GR Expenditure,1225124.0
2021-12-01,Dec 2021,Nevada,29,Total GR Expenditure,16317.0
2021-12-01,Dec 2021,Napa,28,Total GR Expenditure,0.0
2021-12-01,Dec 2021,Monterey,27,Total GR Expenditure,68232.0
2021-12-01,Dec 2021,Mono,26,Total GR Expenditure,553.0
2021-12-01,Dec 2021,San Diego,37,Total GR Expenditure,1574867.0
2021-12-01,Dec 2021,Modoc,25,Total GR Expenditure,8989.0
2021-12-01,Dec 2021,Mendocino,23,Total GR Expenditure,6752.0
2021-12-01,Dec 2021,Mariposa,22,Total GR Expenditure,6379.0
2021-12-01,Dec 2021,Marin,21,Total GR Expenditure,369810.0
2021-12-01,Dec 2021,Madera,20,Total GR Expenditure,8339.0
2021-12-01,Dec 2021,Los Angeles,19,Total GR Expenditure,22660799.0
2021-12-01,Dec 2021,Lassen,18,Total GR Expenditure,12662.0
2021-12-01,Dec 2021,Lake,17,Total GR Expenditure,285.0
2021-12-01,Dec 2021,Kern,15,Total GR Expenditure,367377.0
2021-12-01,Dec 2021,Inyo,14,Total GR Expenditure,7961.0
2021-12-01,Dec 2021,Imperial,13,Total GR Expenditure,10493.0
2021-12-01,Dec 2021,Humboldt,12,Total GR Expenditure,27898.0
2021-12-01,Dec 2021,Merced,24,Total GR Expenditure,6043.0
2021-12-01,Dec 2021,Glenn,11,Total GR Expenditure,13328.0
2021-12-01,Dec 2021,San Francisco,38,Total GR Expenditure,2601418.0
2021-12-01,Dec 2021,San Luis Obispo,40,Total GR Expenditure,143087.0
2021-12-01,Dec 2021,Mendocino,23,Total GR Cases,42.0
2021-12-01,Dec 2021,Mariposa,22,Total GR Cases,22.0
2021-12-01,Dec 2021,Marin,21,Total GR Cases,987.0
2021-12-01,Dec 2021,Madera,20,Total GR Cases,35.0
2021-12-01,Dec 2021,Los Angeles,19,Total GR Cases,99965.0
2021-12-01,Dec 2021,Lassen,18,Total GR Cases,29.0
2021-12-01,Dec 2021,Yuba,58,Total GR Expenditure,6536.0
2021-12-01,Dec 2021,Yolo,57,Total GR Expenditure,10215.0
2021-12-01,Dec 2021,Ventura,56,Total GR Expenditure,22700.0
2021-12-01,Dec 2021,Tuolumne,55,Total GR Expenditure,1152.0
2021-12-01,Dec 2021,Tulare,54,Total GR Expenditure,51720.0
2021-12-01,Dec 2021,San Joaquin,39,Total GR Expenditure,24719.0
2021-12-01,Dec 2021,Trinity,53,Total GR Expenditure,1748.0
2021-12-01,Dec 2021,Sutter,51,Total GR Expenditure,3511.0
2021-12-01,Dec 2021,Stanislaus,50,Total GR Expenditure,79437.0
2021-12-01,Dec 2021,Sonoma,49,Total GR Expenditure,11765.0
2021-12-01,Dec 2021,Solano,48,Total GR Expenditure,128556.0
2021-12-01,Dec 2021,Siskiyou,47,Total GR Expenditure,5634.0
2021-12-01,Dec 2021,Sierra,46,Total GR Expenditure,4992.0
2021-12-01,Dec 2021,Shasta,45,Total GR Expenditure,96845.0
2021-12-01,Dec 2021,Santa Cruz,44,Total GR Expenditure,86825.0
2021-12-01,Dec 2021,Santa Clara,43,Total GR Expenditure,723644.0
2021-12-01,Dec 2021,Santa Barbara,42,Total GR Expenditure,22764.0
2021-12-01,Dec 2021,San Mateo,41,Total GR Expenditure,108671.0
2021-12-01,Dec 2021,Tehama,52,Total GR Expenditure,4076.0
2021-12-01,Dec 2021,Fresno,10,Total GR Expenditure,187613.0
2021-12-01,Dec 2021,Del Norte,08,Total GR Expenditure,6582.0
2021-12-01,Dec 2021,Contra Costa,07,Total GR Expenditure,127999.0
2021-12-01,Dec 2021,Orange,30,Net GR Expenditure,1163314.0
2021-12-01,Dec 2021,Nevada,29,Net GR Expenditure,16269.0
2021-12-01,Dec 2021,Napa,28,Net GR Expenditure,0.0
2021-12-01,Dec 2021,Monterey,27,Net GR Expenditure,40305.0
2021-12-01,Dec 2021,Mono,26,Net GR Expenditure,553.0
2021-12-01,Dec 2021,Modoc,25,Net GR Expenditure,8989.0
2021-12-01,Dec 2021,Merced,24,Net GR Expenditure,6043.0
2021-12-01,Dec 2021,Mendocino,23,Net GR Expenditure,6405.0
2021-12-01,Dec 2021,Mariposa,22,Net GR Expenditure,6379.0
2021-12-01,Dec 2021,Marin,21,Net GR Expenditure,361838.0
2021-12-01,Dec 2021,Madera,20,Net GR Expenditure,8339.0
2021-12-01,Dec 2021,Placer,31,Net GR Expenditure,13365.0
2021-12-01,Dec 2021,Los Angeles,19,Net GR Expenditure,22067571.0
2021-12-01,Dec 2021,Lake,17,Net GR Expenditure,285.0
2021-12-01,Dec 2021,Kern,15,Net GR Expenditure,329806.0
2021-12-01,Dec 2021,Inyo,14,Net GR Expenditure,7961.0
2021-12-01,Dec 2021,Imperial,13,Net GR Expenditure,10493.0
2021-12-01,Dec 2021,Humboldt,12,Net GR Expenditure,24294.0
2021-12-01,Dec 2021,Glenn,11,Net GR Expenditure,6090.0
2021-12-01,Dec 2021,Fresno,10,Net GR Expenditure,140289.0
2021-12-01,Dec 2021,Del Norte,08,Net GR Expenditure,6582.0
2021-12-01,Dec 2021,Contra Costa,07,Net GR Expenditure,80577.0
2021-12-01,Dec 2021,Colusa,06,Net GR Expenditure,761.0
2021-12-01,Dec 2021,Calaveras,05,Net GR Expenditure,734.0
2021-12-01,Dec 2021,Lassen,18,Net GR Expenditure,-1469.0
2021-12-01,Dec 2021,Plumas,32,Net GR Expenditure,-1754.0
2021-12-01,Dec 2021,Riverside,33,Net GR Expenditure,583196.0
2021-12-01,Dec 2021,Sacramento,34,Net GR Expenditure,981518.0
2021-12-01,Dec 2021,Colusa,06,Total GR Expenditure,761.0
2021-12-01,Dec 2021,Yuba,58,Net GR Expenditure,6536.0
2021-12-01,Dec 2021,Yolo,57,Net GR Expenditure,6385.0
2021-12-01,Dec 2021,Ventura,56,Net GR Expenditure,22425.0
2021-12-01,Dec 2021,Tuolumne,55,Net GR Expenditure,632.0
2021-12-01,Dec 2021,Tulare,54,Net GR Expenditure,46120.0
2021-12-01,Dec 2021,Trinity,53,Net GR Expenditure,1748.0
2021-12-01,Dec 2021,Tehama,52,Net GR Expenditure,3014.0
2021-12-01,Dec 2021,Sutter,51,Net GR Expenditure,3511.0
2021-12-01,Dec 2021,Stanislaus,50,Net GR Expenditure,78457.0
2021-12-01,Dec 2021,Sonoma,49,Net GR Expenditure,10979.0
2021-12-01,Dec 2021,Solano,48,Net GR Expenditure,122298.0
2021-12-01,Dec 2021,Siskiyou,47,Net GR Expenditure,5464.0
2021-12-01,Dec 2021,Sierra,46,Net GR Expenditure,4992.0
2021-12-01,Dec 2021,Shasta,45,Net GR Expenditure,80395.0
2021-12-01,Dec 2021,Santa Cruz,44,Net GR Expenditure,57272.0
2021-12-01,Dec 2021,Santa Clara,43,Net GR Expenditure,665665.0
2021-12-01,Dec 2021,Santa Barbara,42,Net GR Expenditure,18228.0
2021-12-01,Dec 2021,San Mateo,41,Net GR Expenditure,108671.0
2021-12-01,Dec 2021,San Luis Obispo,40,Net GR Expenditure,135383.0
2021-12-01,Dec 2021,San Joaquin,39,Net GR Expenditure,20825.0
2021-12-01,Dec 2021,San Francisco,38,Net GR Expenditure,2437793.0
2021-12-01,Dec 2021,San Diego,37,Net GR Expenditure,1521708.0
2021-12-01,Dec 2021,San Bernardino,36,Net GR Expenditure,6840.0
2021-12-01,Dec 2021,San Benito,35,Net GR Expenditure,42334.0
2021-12-01,Dec 2021,Colusa,06,One-person Cases,
2021-12-01,Dec 2021,Contra Costa,07,One-person Cases,
2022-01-01,Jan 2022,Stanislaus,50,Total GR Cases,342.0
2022-01-01,Jan 2022,Alpine,02,Total GR Cases,0.0
2022-01-01,Jan 2022,Merced,24,Total GR Cases,46.0
2022-01-01,Jan 2022,Mendocino,23,Total GR Cases,40.0
2022-01-01,Jan 2022,Mariposa,22,Total GR Cases,20.0
2022-01-01,Jan 2022,Marin,21,Total GR Cases,1018.0
2022-01-01,Jan 2022,Madera,20,Total GR Cases,33.0
2022-01-01,Jan 2022,Los Angeles,19,Total GR Cases,103990.0
2022-01-01,Jan 2022,Lassen,18,Total GR Cases,34.0
2022-01-01,Jan 2022,Lake,17,Total GR Cases,
2022-01-01,Jan 2022,Kings,16,Total GR Cases,131.0
2022-01-01,Jan 2022,Alameda,01,Total GR Cases,6066.0
2022-01-01,Jan 2022,Kern,15,Total GR Cases,762.0
2022-01-01,Jan 2022,Humboldt,12,Total GR Cases,111.0
2022-01-01,Jan 2022,Glenn,11,Total GR Cases,35.0
2022-01-01,Jan 2022,Fresno,10,Total GR Cases,898.0
2022-01-01,Jan 2022,Del Norte,08,Total GR Cases,19.0
2022-01-01,Jan 2022,Contra Costa,07,Total GR Cases,520.0
2022-01-01,Jan 2022,Colusa,06,Total GR Cases,
2022-01-01,Jan 2022,Calaveras,05,Total GR Cases,
2022-01-01,Jan 2022,Butte,04,Total GR Cases,212.0
2022-01-01,Jan 2022,Amador,03,Total GR Cases,0.0
2022-01-01,Jan 2022,Imperial,13,Total GR Cases,46.0
2022-01-01,Jan 2022,Inyo,14,Total GR Cases,16.0
2022-01-01,Jan 2022,Santa Clara,43,Total GR Expenditure,972910.0
2022-01-01,Jan 2022,Yuba,58,Total GR Expenditure,8097.0
2022-01-01,Jan 2022,Napa,28,Total GR Expenditure,686.0
2022-01-01,Jan 2022,Monterey,27,Total GR Expenditure,62752.0
2022-01-01,Jan 2022,Mono,26,Total GR Expenditure,0.0
2022-01-01,Jan 2022,Modoc,25,Total GR Expenditure,10241.0
2022-01-01,Jan 2022,Merced,24,Total GR Expenditure,6033.0
2022-01-01,Jan 2022,Mendocino,23,Total GR Expenditure,8244.0
2022-01-01,Jan 2022,Mariposa,22,Total GR Expenditure,6181.0
2022-01-01,Jan 2022,Marin,21,Total GR Expenditure,382738.0
2022-01-01,Jan 2022,Madera,20,Total GR Expenditure,9144.0
2022-01-01,Jan 2022,Los Angeles,19,Total GR Expenditure,23324257.0
2022-01-01,Jan 2022,Lassen,18,Total GR Expenditure,12698.0
2022-01-01,Jan 2022,Lake,17,Total GR Expenditure,341.0
2022-01-01,Jan 2022,Kings,16,Total GR Expenditure,43964.0
2022-01-01,Jan 2022,Kern,15,Total GR Expenditure,333233.0
2022-01-01,Jan 2022,Inyo,14,Total GR Expenditure,8064.0
2022-01-01,Jan 2022,Imperial,13,Total GR Expenditure,9987.78
2022-01-01,Jan 2022,Humboldt,12,Total GR Expenditure,27643.0
2022-01-01,Jan 2022,Glenn,11,Total GR Expenditure,12327.0
2022-01-01,Jan 2022,Fresno,10,Total GR Expenditure,186504.0
2022-01-01,Jan 2022,Alameda,01,Total GR Expenditure,2133842.0
2022-01-01,Jan 2022,Alpine,02,Total GR Expenditure,0.0
2022-01-01,Jan 2022,Amador,03,Total GR Expenditure,0.0
2022-01-01,Jan 2022,Butte,04,Total GR Expenditure,128293.0
2022-01-01,Jan 2022,Calaveras,05,Total GR Expenditure,1014.0
2022-01-01,Jan 2022,Colusa,06,Total GR Expenditure,594.0
2022-01-01,Jan 2022,Nevada,29,Total GR Expenditure,15374.0
2022-01-01,Jan 2022,Colusa,06,Net GR Expenditure,594.0
2022-01-01,Jan 2022,Orange,30,Total GR Expenditure,1191842.0
2022-01-01,Jan 2022,Plumas,32,Total GR Expenditure,1969.0
2022-01-01,Jan 2022,Yolo,57,Total GR Expenditure,8216.0
2022-01-01,Jan 2022,Ventura,56,Total GR Expenditure,21653.0
2022-01-01,Jan 2022,Tuolumne,55,Total GR Expenditure,1096.0
2022-01-01,Jan 2022,Tulare,54,Total GR Expenditure,49030.0
2022-01-01,Jan 2022,Trinity,53,Total GR Expenditure,1646.0
2022-01-01,Jan 2022,Tehama,52,Total GR Expenditure,4568.0
2022-01-01,Jan 2022,Sutter,51,Total GR Expenditure,715.0
2022-01-01,Jan 2022,Stanislaus,50,Total GR Expenditure,136004.0
2022-01-01,Jan 2022,Sonoma,49,Total GR Expenditure,5064.0
2022-01-01,Jan 2022,Solano,48,Total GR Expenditure,125325.0
2022-01-01,Jan 2022,Siskiyou,47,Total GR Expenditure,6443.0
2022-01-01,Jan 2022,Sierra,46,Total GR Expenditure,5041.0
2022-01-01,Jan 2022,Shasta,45,Total GR Expenditure,83538.0
2022-01-01,Jan 2022,Santa Cruz,44,Total GR Expenditure,89357.0
2022-01-01,Jan 2022,Modoc,25,Total GR Cases,43.0
2022-01-01,Jan 2022,Santa Barbara,42,Total GR Expenditure,23245.0
2022-01-01,Jan 2022,San Mateo,41,Total GR Expenditure,107218.0
2022-01-01,Jan 2022,San Luis Obispo,40,Total GR Expenditure,149547.0
2022-01-01,Jan 2022,San Joaquin,39,Total GR Expenditure,27702.0
2022-01-01,Jan 2022,San Francisco,38,Total GR Expenditure,2721043.0
2022-01-01,Jan 2022,San Diego,37,Total GR Expenditure,1617094.0
2022-01-01,Jan 2022,San Bernardino,36,Total GR Expenditure,21666.0
2022-01-01,Jan 2022,San Benito,35,Total GR Expenditure,35155.0
2022-01-01,Jan 2022,Sacramento,34,Total GR Expenditure,1032335.0
2022-01-01,Jan 2022,Riverside,33,Total GR Expenditure,582899.0
2022-01-01,Jan 2022,Placer,31,Total GR Expenditure,21753.0
2022-01-01,Jan 2022,Mono,26,Total GR Cases,0.0
2022-01-01,Jan 2022,Del Norte,08,Total GR Expenditure,5394.0
2022-01-01,Jan 2022,Napa,28,Total GR Cases,13.0
2022-01-01,Jan 2022,Yuba,58,One-person Cases,24.0
2022-01-01,Jan 2022,Yolo,57,One-person Cases,40.0
2022-01-01,Jan 2022,Calaveras,05,One-person Cases,
2022-01-01,Jan 2022,Colusa,06,One-person Cases,
2022-01-01,Jan 2022,Contra Costa,07,One-person Cases,
2022-01-01,Jan 2022,Del Norte,08,One-person Cases,19.0
2022-01-01,Jan 2022,Alameda,01,Net GR Expenditure,1796801.0
2022-01-01,Jan 2022,Fresno,10,One-person Cases,
2022-01-01,Jan 2022,Humboldt,12,One-person Cases,111.0
2022-01-01,Jan 2022,Imperial,13,One-person Cases,46.0
2022-01-01,Jan 2022,Inyo,14,One-person Cases,16.0
2022-01-01,Jan 2022,Kern,15,One-person Cases,743.0
2022-01-01,Jan 2022,Kings,16,One-person Cases,131.0
2022-01-01,Jan 2022,Lake,17,One-person Cases,
2022-01-01,Jan 2022,Glenn,11,One-person Cases,35.0
2022-01-01,Jan 2022,Lassen,18,One-person Cases,34.0
2022-01-01,Jan 2022,Alpine,02,Net GR Expenditure,0.0
2022-01-01,Jan 2022,Butte,04,Net GR Expenditure,116693.0
2022-01-01,Jan 2022,Tehama,52,Net GR Expenditure,4388.0
2022-01-01,Jan 2022,Trinity,53,Net GR Expenditure,1646.0
2022-01-01,Jan 2022,Tulare,54,Net GR Expenditure,31149.0
2022-01-01,Jan 2022,Tuolumne,55,Net GR Expenditure,1076.0
2022-01-01,Jan 2022,Ventura,56,Net GR Expenditure,13683.0
2022-01-01,Jan 2022,Yolo,57,Net GR Expenditure,8081.0
2022-01-01,Jan 2022,Amador,03,Net GR Expenditure,0.0
2022-01-01,Jan 2022,Yuba,58,Net GR Expenditure,8097.0
2022-01-01,Jan 2022,Alpine,02,One-person Cases,0.0
2022-01-01,Jan 2022,Amador,03,One-person Cases,0.0
2022-01-01,Jan 2022,Butte,04,One-person Cases,212.0
2022-01-01,Jan 2022,Tuolumne,55,One-person Cases,
2022-01-01,Jan 2022,Monterey,27,Total GR Cases,192.0
2022-01-01,Jan 2022,Calaveras,05,Net GR Expenditure,709.0
